,carbs per g,calories per g,protein per gram,fat per g,name
3662,0,2.19,0.2703,0.1229,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8\ FAT,SEL,CKD,RSTD"""
3663,0.737,4.7,0,0.17,"KEEBLER,FUDGE SHOPPE,FUDGE GRAHAMS,1/2 DIPPED,RED FAT"
3664,0.905,3.81,0.078,0,"GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT"
3665,0.0264,0.88,7e-04,0,"ALCOHOLIC BEV,WINE,TABLE,RED,MOUVEDRE"
3666,0.9953,3.98,0,0,"SWEETENERS,FOR BAKING,CONTAINS SUGAR & SUCRALOSE"
3667,0.4748,3.68,0,0.1162,"BEVERAGES,UNILEVER,SLIMFAST SHAKE MIX,HI PROT,PDR,3-2-1 PLAN"
3668,0.472,2.68,0.015,0.087,"PIE,LEMON MERINGUE,COMMLY PREP"
3669,0.634,4.28,0.08,0.154,"BISCUITS,PLN OR BTTRMLK,DRY MIX"
3670,0.235,1.98,0,0.047,"SOUP,CHICK BROTH CUBES,DRY"
3671,0.8109,3.68,0,0.053,"CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN"
3672,0.0069,5.37,0,0.6039,"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D"
3673,0,1.9,0,0.0634,"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0\ FAT,ALL GRDS,CKD,BRSD"""
3674,0.989,3.96,0,0,"CANDIES,GUMDROPS,STARCH JELLY PIECES"
3675,0.0502,0.37,0.0357,0.0025,"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D"
3676,0.209,3.27,0.028,0.157,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF"
3677,0.0017,1.8,0.2618,0.0828,"PORK,CURED,HAM W/ NAT JUICS,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL"
3678,0.651,4.55,0,0.201,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI BROWNIES"
3679,0.5689,5.29,0.1016,0.2932,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES"
3680,0.053,1.88,0,0.135,"LOUIS RICH,FRANKS (TURKEY & CHICKEN)"
3681,0.803,3.89,0.1,0.046,"CEREALS RTE,POST,ALPHA-BITS"
3682,0.333,3.45,0.553,0,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA"
3683,0.3438,3.54,0,0.2188,"ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC"
3684,0.6435,4.33,0.1425,0.1335,"CRACKERS,SNACK,GOYA CRACKERS"
3685,0,2.02,0.2872,0.0968,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8\ FAT,SEL,CKD,RSTD"""
3686,0,1.14,0.1886,0.0369,"BASS,FRSH H2O,MXD SP,RAW"
3687,0.3086,1.58,0,0.0093,"SPAGHETTI,CKD,UNENR,WO/ SALT"
3688,0.901,3.8,0,0.017,"CEREALS RTE,POST,GOLDEN CRISP"
3689,0.0186,1.33,0,0.0442,"BEEF,CURED,SMOKED,CHOPD BF"
3690,0.0709,0.32,0.0132,0.0039,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS"
3691,0.239,2.9,0.5747,0.0772,"SEAWEED,SPIRULINA,DRIED"
3692,0.0756,0.44,0.0178,0.0126,HORNED MELON (KIWANO)
3693,0.6406,3.31,0.0488,0.1522,"ROSEMARY,DRIED"
3694,0,1.43,0,0.0688,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,RAW"
3695,0.3088,1.62,0.0931,0.0048,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT"
3696,0.2133,1.96,0.0125,0.1242,"SALAD DRSNG,RANCH DRSNG,RED FAT"
3697,0,1.34,0.2021,0.0528,"LAMB,DOM,CUBED FOR STEW OR KABOB (LEG&SHLDR),LN,1/4\FAT,RAW"""
3698,0.644,4.26,0,0.158,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER"
3699,0,2.27,0.2577,0.1293,"BEEF,CHUCK,TOP BLADE,LN & FAT,0\ FAT,CHOIC,CKD,BRLD"""
3700,0,1.64,0.191,0.0909,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN,1/8\FAT,RAW"""
3701,0.2751,5.62,0.2027,0.4539,"PISTACHIO NUTS,RAW"
3702,0.048,0.3,0.0077,0.0093,"SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O"
3703,0.7009,5.09,0.03,0.241,"COOKIES,ANIMAL,W/ FRSTNG OR ICING"
3704,0,1.64,0,0.0594,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED"
3705,0.0094,1.35,0.1828,0.0595,"DUCK,DOMESTICATED,MEAT ONLY,RAW"
3706,0,2.67,0.2507,0.1769,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STKS),LN & FAT,CKD,BRSD"
3707,0.58,3.59,0.251,0.03,"BEVE,COCA MIX,LO CAL,PDR,W/ ADD CA,P,ASPRT,WO/ ADD NA, VIT A"
3708,0.1174,6.59,0.1432,0.671,"BRAZILNUTS,DRIED,UNBLANCHED"
3709,0,2.16,0,0.1165,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BNLESS,CKD,BRLD"
3710,0.45,4.22,0,0.14,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS"
3711,0.2504,1.3,0,0.0094,"PASTA,FRESH-REFRIGERATED,SPINACH,CKD"
3712,0,1.27,0.2199,0.0371,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,RAW"
3713,0.1532,0.57,0,7e-04,"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR"
3714,0.0358,0.34,0.0193,0.0123,"SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O"
3715,0.872,4.05,0,0.035,"CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN"
3716,0,1.46,0.3019,0.019,"GAME MEAT,ELK,CKD,RSTD"
3717,0.9318,3.73,0,2e-04,"CANDIES,FONDANT,PREPARED-FROM-RECIPE"
3718,0.619,3.7,0,0.1039,"CEREALS,KELLOGG'S SPL K NOURISH,CINN RAISIN PECAN,DRY"
3719,0.0175,0.11,0.0051,0.0037,"SAUCE,RTS,PEPPER OR HOT"
3720,0.718,4.65,0,0.166,"KEEBLER,KEEBLER CHOC GRAHAM SELECTS"
3721,0.0064,1.91,0.2439,0.0935,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,HTD,RSTD"
3722,0.2587,1.31,0,0.0142,"CORN,YEL,WHL KERNEL,FRZ,MICROWAVED"
3723,0.795,3.48,0,0.068,"CEREALS RTE,GENERAL MILLS,FIBER ONE,NUTTY CLUSTERS & ALMONDS"
3724,0.655,5.07,0,0.262,"KEEBLER,FUDGE SHOPPE,CHEESECAKE MIDDLES,ORIGINAL GRAHAM COOK"
3725,0.163,5.89,0.2704,0.5124,"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT"
3726,0.8907,3.39,0,0.0073,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD"
3727,0,6.32,0.0925,0.657,"PORK,FRSH,FAT,RAW"
3728,0.217,1.43,0,0.0626,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY"
3729,0.664,4.48,0.076,0.178,"GRANOLA BARS,SOFT,UNCOATED,RAISIN"
3730,0.656,4.78,0.088,0.211,"COOKIES,PNUT BUTTER SNDWCH,REG"
3731,0.065,1.52,0,0.12,KRAFT BREAKSTONE'S RED FAT SOUR CRM
3732,0.9076,4.02,0.0019,0.0425,"CANDIES,MARS SNACKFOOD US,SKITTLES WILD BERRY BITE SIZE"
3733,0.728,4.43,0,0.14,"KEEBLER,TOWN HOUSE,FLATBREAD CRISPS,SEA SALT & OLIVE OIL CRA"
3734,0.1607,2.64,0.0098,0.223,"DESSERT TOPPING,PRESSURIZED"
3735,0.61,2.93,0.0348,0.0325,"MUFFINS,BLUEBERRY,DRY MIX"
3736,0,1.2,0,0.0377,"LAMB,NZ,IMP,LOIN,BNLESS,LN,RAW"
3737,0.4615,5.77,0,0.3846,"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR"
3738,0.0311,0.19,0.0227,0.0025,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT"
3739,0.1943,1.15,0,0.0289,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ WHL MILK"
3740,0.0195,2.96,0,0.2665,OSCAR MAYER  SMOKIES (BEEF)
3741,0,1.63,0.2985,0.039,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT,ALL GRDS,CKD,RSTD"""
3742,0,1.3,0,0.0451,"SHARK,MIXED SPECIES,RAW"
3743,0.1915,1.05,0,0.0038,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT"
3744,0.738,3.88,0,0.063,"CEREALS RTE,FAMILIA"
3745,0,1.94,0.2689,0.0881,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0\ FAT,SEL,CKD,BRLD"""
3746,0,1.21,0.2281,0.0259,"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN,RAW"
3747,0.1498,0.6,0.0082,0.0038,"MANGOS,RAW"
3748,0,1.81,0.2768,0.0701,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD"
3749,0.212,1.4,0.086,0.023,"SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND"
3750,0,1.6,0.2127,0.0767,"SALMON,COHO,FARMED,RAW"
3751,0.7623,4.24,0,0.1114,"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps"
3752,0.02,0.55,0,0.019,"MORI-NU,TOFU,SILKEN,EX FIRM"
3753,0,1.5,0.2157,0.071,"BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN & FAT,0\ FAT,CHOIC,RAW"""
3754,0,8.84,0,1,"OIL,TOMATOSEED"
3755,0.3127,4.28,0.338,0.219,"PEANUT FLOUR,LOW FAT"
3756,0.949,3.71,0.023,0,"FROSTINGS,WHITE,FLUFFY,DRY MIX"
3757,0.522,5.58,0,0.353,"GIRL SCOUTS,TAGALONGS COOKIES"
3758,0.007,0.04,0,0,"BEVERAGES,FORT LO CAL FRUIT JUC BEV"
3759,0.756,3.57,0.131,0.029,"CEREALS,WHEATENA,DRY"
3760,0.39,2.01,0.065,0.035,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT"
3761,0.1918,0.74,0.0075,0.003,"FIGS,RAW"
3762,0.106,2.4,0.176,0.141,"CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D"
3763,0,2.34,0.3009,0.1174,"GAME MEAT,MUSKRAT,CKD,RSTD"
3764,0.846,3.74,0,0.043,"CEREALS RTE,KELLOGG'S CRUNCHY NUT RSTD NUT & HONEY O'S"
3765,0,2.05,0.3359,0.0677,"BEEF,BRISKET,FLAT HALF,LN & FAT,0\ FAT,SEL,CKD,BRSD"""
3766,0,9.02,0,1,"FISH OIL,COD LIVER"
3767,0.67,4.82,0,0.213,"KEEBLER,COUNTRY STYLE OATMEAL COOKIES W/ RAISINS"
3768,0,1.59,0.2733,0.0553,"VEAL,SHLDR,BLADE CHOP,LN,CKD,GRILLED"
3769,0,2.95,0.185,0.24,"SAUSAGE,CHICK&BF,SMOKED"
3770,0,1.2,0.233,0.0295,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FAT,0\ FAT,SEL,RAW"""
3771,0.1441,0.56,0,0.0042,"APPLES,RAW,WO/ SKN,CKD,MICROWAVE"
3772,0.7481,3.72,0,0.0157,"SPAGHETTI,SPINACH,DRY"
3773,0.0023,1.19,0,0.0368,"BEEF,NZ,IMP,MANUFACTURING BF,RAW"
3774,0.1231,0.48,0,0.0032,"APPLES,FRZ,UNSWTND,UNHTD"
3775,0.792,3.81,0.091,0.035,"SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED"
3776,0.0991,2.38,0.2729,0.0918,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED"
3777,0.749,3.63,0,0.127,"MURRAY,SUGAR FREE,CHOC BITES COOKIES"
3778,0,2.01,0.1876,0.1337,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,1/8\FAT,RAW"""
3779,0.362,4.72,0,0.477,"BAKING CHOC,UNSWTND,LIQ"
3780,0.6,4.72,0.059,0.234,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE"
3781,0.036,0.21,0,0.004,"CORNSALAD,RAW"
3782,0,2.45,0.1743,0.1887,"PORK,FRSH,LEG (HAM),WHL,LN&FAT,RAW"
3783,0.7012,3.79,0,0.0482,"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,UNCKD"
3784,0.2115,1.19,0.0305,0.027,"MILK SHAKES,THICK CHOC"
3785,0.2397,5.55,0.356,0.345,"EGG MIX,USDA CMDTY"
3786,0,0.01,0.0025,0,"BEVERAGES,GRN TEA,LIPTON,BREWED FROM BAGS"
3787,0.446,4.03,0.07,0.224,"DANISH PASTRY,CINN,UNENR"
3788,0.1618,2.57,0,0.195,"CHEESE FOOD,IMITATION"
3789,0.598,3.3,0,0.0025,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW"
3790,0.0988,0.61,0.032,0.0109,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O"
3791,0.0952,0.63,0,0.0159,"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK"
3792,0.0107,1.89,0.2819,0.0796,"BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8\ FAT,CHOIC,CKD,GRLD"""
3793,0,2.5,0,0.1511,"BEEF,LOIN,TOP LOIN,LN & FAT,1/8\ FAT,SEL,CKD,GRILLED"""
3794,0,2.04,0,0.1068,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED"
3795,0.8045,3.33,0,0.0073,"CHERRIES,TART,DRIED,SWTND"
3796,0.6351,4.92,0.0723,0.2321,"NABISCO,NABISCO RITZ CRACKERS"
3797,0.441,4.57,0.039,0.292,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR"
3798,0.1,0.69,0,0.0231,"PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS"
3799,0.028,3.18,0,0.287,"OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)"
3800,0,1.66,0.2994,0.0426,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0\ FAT,CHOIC,CKD,RSTD"""
3801,0.5415,5.36,0.0918,0.3267,"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS"
3802,0.636,4.54,0,0.204,"GRANOLA BARS,SOFT,UNCOATED,NUT&RAISIN"
3803,0.792,3.81,0.091,0.035,"PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED"
3804,0,2.47,0.3276,0.1187,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8\ FAT,ALL GRDS,CKD,BRSD"""
3805,0.0685,0.29,0,0.0011,"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND"
3806,0.0422,1.27,0,0.1185,"PEPPERS,SWT,GRN,SAUTEED"
3807,1e-04,1.95,0,0.112,"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD"
3808,0.708,4,0,0.112,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD RAINBOW CHIP TOASTE"
3809,0.522,5.58,0,0.353,"COOKIE,W/ PNUT BUTTER FILLING,CHOCOLATE-COATED"
3810,0,1.78,0,0.1031,"BEEF,NZ,IMP,OYSTER BLADE,LN & FAT,RAW"
3811,0,1.11,0.2348,0.0118,"FISH,POLLOCK,ALASKA,CKD,DRY HEAT"
3812,0.0142,1.21,0.1706,0.0538,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,UNHTD"
3813,0,1.98,0.2804,0.087,"BEEF,RIB,SML END (RIBS 10-12),LN,0\FAT,SEL,CKD,BRLD"""
3814,0,2.74,0.1815,0.2183,"BEEF,TENDERLOIN,LN&FAT,1/8\FAT,PRIME,RAW"""
3815,0.7273,4.09,0,0.0909,RICE & WHEAT CRL BAR
3816,0.1723,0.74,0.026,0.001,"LOTUS ROOT,RAW"
3817,0.78,3.69,0.106,0.005,"CEREALS,FARINA,UNENR,DRY"
3818,0.0692,0.6,0.0233,0.026,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK"
3819,0.443,4.03,0.064,0.228,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)"
3820,0.0142,2.43,0.1428,0.2,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD"
3821,0.14,0.99,0,0.027,"KASHI,STEAM MEAL,CHICK FETTUCCINE,FRZ ENTREE"
3822,0.0049,3.27,0.2005,0.2725,"CHEESE,LIMBURGER"
3823,0.0653,0.72,0.0222,0.0414,"SOUP,CRM OF SHRIMP,CND,COND"
3824,0.0155,3.89,0.256,0.3114,"CHEESE,FONTINA"
3825,0,1.48,0.295,0.0339,"CHCKN,BRLR OR FRYRS,BRST,SKNLSS,BNLSS,MEAT OLY,ENHCED,GRILLD"
3826,0.003,1.95,0,0.0854,"BEEF,TOP LOIN FILET,BNLESS,LN,1/8\ FAT,ALL GRDS,CKD,GRILLED"""
3827,0,2.55,0,0.2071,"LAMB,AUSTRALIAN,GROUND,85% LN / 15% FAT,RAW"
3828,0,1.84,0.2056,0.1068,"BEEF,RND,FULL CUT,LN&FAT,1/8\FAT,SEL,RAW"""
3829,0.632,4.89,0,0.244,"KEEBLER,TOWN HOUSE,WHEAT CRACKERS"
3830,0.034,0.16,0.0068,0.001,"RADISHES,RAW"
3831,0.5535,3.15,0,0.0735,DULCE DE LECHE
3832,0.4281,1.84,0.0089,0.0104,"SAUCE,PLUM,READY-TO-SERVE"
3833,0.0794,0.56,0,0.0198,"CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND"
3834,0.0508,0.34,0,0,FRANCO-AMERICN FAT FR SLW RST BF GRAVY
3835,0.1194,2.35,0.0766,0.1734,"SANDWICH SPREAD,PORK,BEEF"
3836,0.0085,0.99,0.1576,0.0312,"VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW"
3837,0,8.84,0,1,"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR"
3838,0.557,2.75,0.091,0.012,"BREAD,PITA,WHITE,ENRICHED"
3839,0.71,4.59,0,0.175,"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES"
3840,0.694,4.12,0,0.125,"SNACKS,GRANOLA BAR,CHEWY,RED SUGAR,ALL FLAVORS"
3841,0.0571,0.3,0.0082,0.0041,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP"
3842,0,2.85,0.2389,0.211,"BEEF,RIB EYE STEAK,BNLS,LIP OFF,LN & FAT,0\ FAT,CHC,CKD,GRLD"""
3843,0.1258,0.69,0.0442,0.0035,"PEAS,GRN,CND,NO SALT,DRND SOL"
3844,0.531,2.84,0.094,0.036,"BREAD,RYE,TOASTED"
3845,0.7468,3.43,0,0.0175,"YELLOW RICE W/ SEASONING,DRY PACKET MIX,UNPREP"
3846,0.0947,0.37,0,1e-04,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O"
3847,0.1165,0.87,0,0.0243,"CAMPBELL'S,SPAGHETTIOS,W/ MEATBALLS -"
3848,0,1.74,0.2929,0.0545,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD"
3849,0.8021,1.98,0,0,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT"
3850,0,1.79,0.2717,0.0695,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0\ FAT,SEL,CKD,RSTD"""
3851,0.1536,0.68,0,0.0017,"SALSIFY,CKD,BLD,DRND,W/SALT"
3852,0,1.69,0,0.0517,"BEEF,SHLDR STEAK,BNLESS,LN,0\ FAT,SEL,CKD,GRILLED"""
3853,0.709,3.97,0,0.109,"KELLOGG'S,POP-TARTS,FRSTD BLUEBERRY MUFFIN TOASTER PASTRIES"
3854,0,1.77,0.308,0.0503,"BEEF,TOP SIRLOIN,STEAK,LN,0\ FAT,SEL,CKD,BRLD"""
3855,0,2.01,0.1859,0.1348,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8\FAT,RAW"""
3856,0.1055,0.44,0.0106,0.0032,"NECTARINES,RAW"
3857,0.7619,4.1,0,0.098,"CEREALS RTE,GENERAL MILLS,PNUT BUTTER TOAST CRUNCH"
3858,0.0232,0.11,0.0092,9e-04,"TARO SHOOTS,RAW"
3859,0.0763,0.53,0,0.0198,"CAMPBELL'S,98% FAT FREE CRM OF MUSHROOM SOUP,COND"
3860,0,8.84,0,1,"OIL,POPPYSEED"
3861,0,2.44,0.2516,0.1513,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8\FAT,CKD,RSTD"""
3862,0.0465,0.64,0.0328,0.0366,"MILK,PRODUCER,FLUID,3.7% MILKFAT"
3863,0,2.02,0,0.0705,"BEEF,NZ,IMP,BRISKET POINT END,LN,CKD,BRSD"
3864,0.0414,0.28,0,4e-04,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D"
3865,0.0064,1.15,0.1862,0.0369,"ROAST BF,DELI STYLE,PREPACKAGED,SLICED"
3866,0,1.51,0.3054,0.0317,"CHCKN,BROLR OR FRYRS,BRST,SKNLSS,BNLESS,MEAT ONLY,CKD,GRILLD"
3867,0.3115,1.16,0.0079,0.0018,"PLANTAINS,COOKED"
3868,0.1871,0.79,0.0255,0.0067,"CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT"
3869,0.4969,3.16,0,0.2085,"RICE BRAN,CRUDE"
3870,0.7152,4.44,0.0934,0.1337,"CRACKERS,WHEAT,RED FAT"
3871,0,1.87,0.3042,0.0633,"PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,BRLD"
3872,0.024,3.36,0,0.259,"SALAMI,CKD,BF&PORK"
3873,0,1.54,0,0.0769,"BEEF,NZ,IMP,FLAT,LN,RAW"
3874,0.1,0.69,0,0.0231,"PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS"
3875,0,1.9,0.3612,0.04,"BEEF,RND,TOP RND,LN,0\FAT,SEL,CKD,BRSD"""
3876,0.7542,3.79,0,0.0637,"CEREALS,QUAKER,INST OATMEAL,FRUIT & CRM VAR,DRY"
3877,0.0014,1.98,0.1468,0.149,"BEEF,CURED,CORNED BF,BRISKET,RAW"
3878,0.399,2.53,0,0.082,"KELLOGG'S,EGGO,PANCAKES,CHOC CHIP"
3879,0.0203,2.28,0.3393,0.0833,"BEEF,RND,TOP RND,LN,1/8\ FAT,CHOIC,CKD,PAN-FRIED"""
3880,0.1684,0.66,0.01,0.003,"SOURSOP,RAW"
3881,0.371,2.65,0.024,0.125,"PIE,APPL,PREP FROM RECIPE"
3882,0.7608,3.69,0,0.0484,"CEREALS,OATS,INST,FORT,W/ CINN & SPICE,DRY"
3883,0.574,5.07,0.114,0.263,"SUNSHINE,CHEEZ-IT,ORIGINAL CRACKERS"
3884,0.142,0.95,0,0.0302,"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK"
3885,0,1.27,0.2172,0.0444,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0\ FAT,SEL,RAW"""
3886,0.1179,0.49,0,0,"V8 V. FUSION JUICES,STRAWBERRY BANANA"
3887,0.7639,3.66,0,0.0215,"CEREALS RTE,QUAKER,QUAKER PUFFED WHEAT"
3888,0,1.12,0.1979,0.03,"VEAL,SHLDR,WHL (ARM&BLD),LN,RAW"
3889,0.0895,0.55,0.0249,0.013,"SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK"
3890,0,2.34,0.1868,0.1715,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8\FAT,ALL GRDS,RAW"""
3891,3e-04,2.94,0,0.2339,"LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,CKD,SLOW RSTD"
3892,0.8257,4.08,0.0041,0.0821,"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,ORIG FRUIT"
3893,0.0657,0.3,0.0079,0.0028,"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM"
3894,0.0616,0.61,0.0175,0.0341,"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL"
3895,0.0192,0.18,0.0295,0.0042,"ASPARAGUS,FRZ,CKD,BLD,DRND,WO/SALT"
3896,0.1654,5.63,0.2519,0.4875,"PEANUTS,VIRGINIA,RAW"
3897,0.3084,2.39,0.0726,0.0961,"BURRITO,BF & BEAN,FRZ"
3898,0,1.31,0,0.05,"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW"
3899,0.2514,1.32,0.0759,0.0044,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP"
3900,0.1269,0.94,0.0497,0.0277,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK"
3901,0,2.44,0.1923,0.1798,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8\FAT,ALL GRDS,RAW"""
3902,0,2.17,0.3439,0.0772,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0\ FAT,SEL,CKD,BRSD"""
3903,0,1.72,0.2438,0.0756,"VEAL,GROUND,CKD,BRLD"
3904,0,3.72,0.2334,0.3095,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0\ FAT,CHOIC,CKD,BRSD"""
3905,0.5219,3.58,0.351,0.0072,"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D"
3906,0.022,0.93,0,0.008,"LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)"
3907,0,1.47,0.3013,0.0208,"TURKEY,BREAST,FROM WHL BIRD,NON-ENHANCED,MEAT ONLY,RSTD"
3908,0.811,4.12,0,0.084,"CEREALS RTE,GENERAL MILLS,CHOC CHEX"
3909,0.0082,1.23,0.2135,0.0378,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BNLESS,LN,RAW"
3910,0,1.32,0.1934,0.0544,"VEAL,SHLDR,ARM,LN&FAT,RAW"
3911,0.668,4.83,0,0.205,"KEEBLER,TOWN HOUSE,TOPPERS,ORIGINAL CRACKERS"
3912,0.001,0.02,0.004,2e-04,"CLAM,MXD SP,CND,LIQ"
3913,0,1.19,0.2139,0.0308,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW"
3914,0.1095,3.07,0.1387,0.2282,"EGG,YOLK,RAW,FRZ,SUGARED,PAST"
3915,0.0333,0.16,0,9e-04,"NOPALES,RAW"
3916,0.235,1.31,0,0.0066,"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT"
3917,0.684,4.35,0.065,0.162,"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS"
3918,0,1.6,0.2012,0.082,"LAMB,AUS,IMP,FRSH,RIB,LN,1/8\FAT,RAW"""
